"word_pos_id","word_id","pos_tag_id","lemma_word_id","frequency_count","level"
"72","73744","13","69764","198769","6"
"73","95313","14",,"54163","6"
"74","49118","14",,"506572","6"
"75","80402","14",,"171628","6"
"76","34482","27","16646","179787","6"
"77","64","20",,"1846336128","1"
"78","32225","14",,"1329980","6"
"79","81688","14",,"164168","6"
"80","35422","29","38340","1009697","6"
"81","15859","30","30264","4635227","6"
"82","68466","14",,"262329","6"
"83","1285","13","1442","125990385","1"
"84","41389","14",,"761475","6"
"85","61781","14",,"336335","6"
"86","18207","29","1061","3227548","3.5"
"87","13960","14",,"3632696","3.11381219078684"
"88","21532","14",,"970602","6"
"89","7433","14",,"11990519","4.62609439038734"
"90","48658","14","47853","576713","6"
"91","21876","12",,"923857","6"
"92","14979","13","2230","5059613","6"
"93","113435","14",,"58853","6"
"94","81305","12",,"19088","5.07752102433542"
"95","105364","14",,"75805","6"
"96","53302","12",,"418136","6"
"97","54249","13","7590","410206","4.27575254246972"
"98","151568","14",,"18170","6"
"99","69542","14",,"252349","6"
"100","1027","14",,"135024436","3"
"101","79079","13","74843","179555","6"
"102","73476","13","22240","218857","6"
"103","159396","12",,"14380","6"
"104","6546","13","3502","18465223","3"
"105","23071","14",,"2453582","6"
"106","121020","14",,"46335","2"
"107","25580","7",,"443443","4"
"108","82640","7",,"29330","6"
"109","108625","12",,"68361","2"
"110","9555","27",,"97098","2"
"111","81997","14","31192","162421","6"
"112","90983","14",,"120011","6"
"113","126567","14",,"39031","6"
"114","2664","27","1317","10570034","2.5"
"115","120256","14",,"47401","6"
"116","52307","14","10913","494822","5.13138044843713"
"117","9248","12",,"10907751","4.77429977821629"
"118","74036","14",,"214414","6"
"119","7476","12",,"15217077","4"
"120","19151","12",,"3329244","6"
"121","90752","14","58611","120980","6"
"122","88675","12",,"18559","6"
"123","36865","12",,"976315","6"
"124","13563","29","4525","5891409","4"
"125","51293","14",,"515337","6"
"126","11025","7",,"8329336","5.17529164974688"
"127","55165","14","43595","392581","6"
"128","55964","14",,"424018","6"
"129","90589","14",,"121570","6"
"130","39408","12",,"116913","6"
"131","15705","7","10071","24112","3"
"132","63222","27","135810","67786","6"
"133","98278","14",,"94718","6"
"134","42180","20",,"780530","1"
"135","57885","14",,"392226","6"
"136","14360","7",,"4988160","5.8981589890701"
"137","17442","14",,"3903242","6"
"138","2823","12",,"50453282","2.66904763665034"
"139","36514","12",,"1041561","6"
"140","12846","14",,"5225589","6"
"141","2693","12",,"58197242","3"
"142","5801","7",,"1040575","6"
"143","18973","30","2553","2692865","3"
"144","42125","12",,"680949","6"
"145","23619","12",,"2353229","6"
"146","167474","14",,"11478","6"
"147","20219","12",,"376462","2"
"148","11025","12",,"109205","6"
"149","588","12",,"70125967","3"
"150","81076","14",,"167678","6"
"151","167399","14",,"11503","6"
"152","43324","12",,"238294","6"
"153","9767","12",,"10182194","4.87873791333208"
"154","3841","12",,"37461358","3"
"155","127225","14",,"38194","6"
"156","27773","12",,"107442","6"
"157","143891","14",,"23150","6"
"158","41369","12",,"810946","6"
"159","37861","14",,"970482","6"
"160","12372","13","8496","7063300","2"
"161","6309","12",,"19643107","3.8934268709755"
"162","33602","14",,"1226403","6"
"163","155465","12",,"16138","6"
"164","36098","14",,"741128","6"
"165","81115","12",,"167441","3"
"166","25987","3",,"94447","6"
"167","11759","3",,"351543","1"
"168","89401","7",,"110279","6"
"169","24999","7",,"1644922","6"
"170","16804","13","3699","4174136","3.0199867980869"
"171","48826","14",,"572575","6"
"172","9515","29","1678","9925768","2"
"173","123819","14",,"42478","2"
"174","13598","12",,"1251556","4"
"175","155203","14",,"16284","6"
"176","7365","13","6066","15600667","2"
"177","10","20",,"1436457038","1.5"
"178","134096","14",,"31238","6"
"179","170994","14",,"10467","6"
"180","117207","14",,"52153","6"
"181","176","7",,"286383083","1.31390478064251"
"182","2526","7","89456","1086537","2"
"183","83626","13","68606","153708","6"
"184","1559","12",,"47130048","2.77102969396269"
"185","121160","14",,"46152","6"
"186","24833","12",,"2124487","6"
"187","22994","30","29959","2372095","6"
"188","65760","14",,"290071","5.8004117489197"
"189","80154","12",,"173157","6"
"190","72894","12",,"189837","6"
"191","49647","14",,"552164","6"
"192","18887","14",,"3479125","6"
"193","23158","14","15215","2426396","5.88983767032579"
"194","34531","14",,"1135142","3"
"195","1167","20",,"138117767","3"
"196","12324","12",,"229544","4"
"197","8371","27",,"12913028","3"
"198","6263","27",,"19848553","3"
"199","127563","14",,"37823","6"
"200","86996","13","18217","136867","6"
"201","123207","12",,"43288","6"
"202","24026","27",,"328524","6"
"203","146083","12",,"21572","6"
"204","89692","14",,"125203","6"
"205","2271","12",,"69067043","3"
"206","139778","14",,"26211","6"
"207","44487","14","9371","632173","4.78840539380493"
"208","136614","14",,"12001","4"
"209","16576","12",,"105306","6"
"210","64893","12",,"299488","6"
"211","1814","12",,"89118501","2"
"212","90226","12",,"122968","3"
"213","34602","7",,"32396","6"
"214","14708","30","32423","5183814","6"
"215","898","12",,"175025985","2"
"216","33843","12",,"212730","6"
"217","36991","12",,"1014624","6"
"218","735","12",,"208017490","2"
"219","46254","14",,"641921","6"
"220","83274","14",,"155473","6"
"221","33075","3",,"30409","6"
"222","6896","6",,"15574581","4"
"223","18426","12",,"1096615","4"
"224","16898","32","6152","3899811","3"
"225","25903","12",,"1981429","6"
"226","67312","14",,"273453","6"
"227","27088","12",,"98965","6"
"228","27011","14",,"1761551","6"
"229","19269","7",,"34309","6"
"230","18339","12",,"3224712","3"
"231","111506","14",,"62390","6"
"232","12206","12",,"7118273","5.41466365951746"
"233","89401","12",,"16081","6"
"234","102237","14",,"83602","6"
"235","18740","14",,"245887","6"
"236","7016","12",,"16770563","4.10041067398345"
"237","13780","12",,"461386","3"
"238","163028","13","109334","12975","6"
"239","3736","13","1838","38705209","3.5"
"240","82640","14",,"129626","6"
"241","2002","20",,"78109113","2"
"242","84655","14",,"148247","6"
"243","53352","12",,"472301","6"
"244","96305","12",,"90050","6"
"245","93824","14",,"109563","6"
"246","65","6",,"1562503135","1"
"247","63607","14",,"240967","4"
"248","7889","12",,"14095099","3"
"249","63044","14",,"320743","6"
"250","61102","13",,"345957","6"
"251","63953","14",,"269908","6"
"252","154631","14",,"16569","5.05829350828653"
"253","54661","12",,"446939","6"
"254","35440","13","30525","1092351","6"
"255","48064","7",,"284424","6"
"256","48089","14",,"536695","1"
"257","90245","14",,"122889","6"
"258","4371","13","2266","31825484","2"
"259","160900","14",,"13778","6"
"260","104604","14",,"77543","6"
"261","22313","14",,"2396048","6"
"262","41725","30","90346","797434","6"
"263","53341","12",,"83342","6"
"264","33311","14",,"1248156","6"
"265","23911","13","38829","2217493","6"
"266","4693","27","3102","11360879","3.5"
"267","11112","29","8618","5934080","3"
"268","24712","7","4248","245539","3"
"269","26681","13","28364","518267","6"
"270","19007","20",,"3410067","6"
"271","450","12",,"272918590","2"
"272","121205","14",,"46102","6"
"273","85192","14",,"145435","6"
"274","144095","14","16136","23013","6"
"275","41310","14",,"813550","6"
"276","1027","27",,"20049696","3"
"277","14540","12",,"5253928","5.83497279076205"
"278","7488","14",,"15063611","4.26180817020132"
"279","21353","7",,"2551984","6"
"280","52965","14",,"470120","6"
"281","38509","14",,"937103","6"
"282","12556","12",,"2596531","6"
"283","33164","14",,"1259897","3"
"284","36778","12",,"1027100","6"
"285","993","7",,"150638052","3"
"286","47262","14","28995","316360","6"
"287","6605","7",,"13796464","4.40123651206584"
"288","103183","13","59863","69516","6"
"289","39644","3",,"118635","6"
"290","47184","14",,"547834","6"
"291","11346","7",,"4725809","5.96100957044847"
"292","117159","14",,"52241","6"
"293","838","27",,"183730370","2"
"294","89479","13","14822","126070","5.838179398697"
"295","39555","14",,"888621","6"
"296","106898","14",,"72160","6"
"297","148591","14",,"19971","6"
"298","124082","14",,"42095","6"
"299","38197","14",,"953591","6"
"300","33090","12",,"796924","6"
"301","7521","12",,"15121777","2"
"302","27206","13","8622","1816101","4.58454012844402"
"303","11076","7",,"5100824","5.87130751439817"
"304","4366","27","865","11039400","2"
"305","100435","12",,"88356","6"
"306","10173","12",,"1965683","4"
"307","109030","14",,"67480","6"
"308","53460","12",,"470205","6"
"309","4839","12",,"432759","4"
"310","159164","14",,"14481","6"
"311","56912","14",,"407689","6"
"312","7704","14",,"8527503","3.11381219078684"
"313","23419","12",,"2370419","3"
"314","37673","14",,"979535","6"
"315","117442","14",,"51781","6"
"316","1678","12",,"78723448","2"
"317","108131","13","93277","69441","3"
"318","35955","14",,"1011657","6"
"319","91493","14",,"118073","2"
"320","29260","27",,"13853","6"
"321","134331","14",,"31002","6"
"322","42770","13","2478","746420","3"
"323","19917","12",,"1734486","6"
"324","143549","14",,"23399","6"
"325","26755","14",,"1813886","6"
"326","14673","12",,"431349","3"
"327","40027","12",,"72772","2"
"328","12378","7",,"6573682","5.53217606751594"
"329","39358","14",,"898358","6"
"330","111767","14",,"61922","6"
"331","53977","14",,"370235","6"
"332","57634","14",,"209340","6"
"333","152364","14",,"17758","1"
"334","20359","12",,"630357","6"
"335","9948","7",,"3735563","3.5"
"336","8051","12",,"9093827","3"
"337","14128","7","30568","967199","3"
"338","20","12",,"7453077","1"
"339","71344","14",,"236034","6"
"340","2483","12",,"62847598","4"
"341","86021","14",,"141430","6"
"342","58560","12",,"316915","6"
"343","39177","12",,"564771","2"
"344","21244","13","30470","2835852","6"
"345","30918","13","12519","1329508","5.45079554257892"
"346","69219","14",,"255420","6"
"347","125933","14","103675","39804","6"
"348","15604","14",,"4829604","5.93609392152681"
"349","94756","14",,"83678","6"
"350","11930","12",,"7457178","5.34437096168173"
"351","74410","12",,"34634","6"
"352","47819","14",,"598339","6"
"353","25987","12",,"801993","6"
"354","56492","14",,"414888","6"
"355","36542","12",,"886106","6"
"356","31786","3",,"105914","6"
"357","3175","29","1182","47961201","2"
"358","94903","14",,"105790","6"
"359","8129","14",,"13476672","4.43889291879144"
"360","91404","12",,"39473","5.57066986890372"
"361","627","14",,"242535796","1"
"362","13296","27","24052","5548505","2"
"363","43443","14",,"654529","6"
"364","134049","14",,"31278","6"
"365","12908","12","10001","631542","3"
"366","91155","14",,"119317","6"
"367","115027","12",,"55779","6"
"368","30461","14",,"1392686","6"
"369","157575","14",,"15146","6"
"370","86707","12",,"118851","6"
"371","139403","12",,"26538","5.60382742577208"
"372","116241","12",,"53734","6"
"373","15495","7",,"27317","6"
"374","1996","12",,"20643169","2.5"
"375","18651","13","9766","3529577","4.87864978323522"
"376","133338","14",,"31895","6"
"377","163447","14",,"12823","6"
"378","9598","7",,"84208","6"
"379","4226","12",,"6197357","5.61623694582541"
"380","31744","14",,"283655","6"
"381","11605","12",,"5901446","4"
"382","14455","12",,"5179338","5.85265114137503"
"383","29933","7",,"1387078","6"
"384","10173","7",,"7521738","4"
"385","8334","7",,"12976414","3"
"386","759","12",,"202932727","1"
"387","41082","14",,"822386","3"
"388","163395","14",,"12840","6"
"389","88517","14",,"130182","6"
"390","101841","14",,"70949","6"
"391","25489","12",,"2040023","6"
"392","15859","12",,"35397","6"
"393","55767","7",,"334542","6"
"394","72363","14",,"227858","6"
"395","1905","7",,"84155941","2"
"396","52555","7",,"453820","6"
"397","160185","14",,"14055","6"
"398","34397","14",,"440643","6"
"399","105587","14",,"75345","6"
"400","116592","7",,"26246","6"
"401","109334","14",,"66817","6"
"402","29330","12",,"58721","6"
"403","15086","27",,"4573549","2.5"
"404","78785","14",,"181426","6"
"405","61228","14",,"325906","6"
"406","13581","14",,"5596397","5.75444473954182"
"407","155708","14",,"16004","6"
"408","3206","7",,"2848760","3"
"409","84448","12",,"10466","6"
"410","28087","14",,"1710627","6"
"411","16531","12",,"4379793","6"
"412","35923","27","8784","183278","4.62645705159073"
"413","114082","14",,"41769","6"
"414","11138","14",,"8316384","5.1776650606101"
"415","43312","14",,"739360","6"
"416","86139","14",,"140845","6"
"417","121361","14",,"45896","6"
"418","1218","27",,"129353918","1"
"419","33462","7",,"442784","6"
"420","73585","14",,"218118","6"
"421","167342","14",,"11520","6"
"422","7828","27",,"245962","6"
"423","119238","14",,"48908","6"
"424","46715","14",,"627974","6"
"425","16273","7",,"3974527","6"
"426","132378","12",,"32781","6"
"427","16755","12",,"4278739","6"
"428","41167","14",,"819310","6"
"429","4335","7",,"3839388","4"
"430","88415","14","154896","130590","6"
"431","25589","14",,"2005794","6"
"432","16519","12",,"15574","6"
"433","44900","14",,"476809","6"
"434","47850","14",,"539147","6"
"435","74658","14",,"209669","6"
"436","4483","7",,"37395","3"
"437","168720","14",,"11112","6"
"438","170869","14",,"10504","6"
"439","133370","14",,"31875","6"
"440","17631","14",,"3912772","6"
"441","45204","13","6547","489955","1"
"442","132600","14",,"32569","6"
"443","158117","14",,"14891","6"
"444","9484","3",,"273287","6"
"445","131677","12",,"33453","6"
"446","22313","1",,"101142","6"
"447","83265","14",,"155524","6"
"448","33180","14",,"1247891","6"
"449","168","7",,"811924","1.5"
"450","47419","7",,"571616","6"
"451","93080","14",,"112185","6"
"452","974","12",,"162058926","3"
"453","46166","12",,"626858","6"
"454","21674","7",,"2366736","6"
"455","99794","14",,"90134","6"
"456","21538","12",,"2771792","6"
"457","58846","14",,"377517","6"
"458","83","7",,"11866737","2"
"459","35","20",,"76239232","2"
"460","24109","12",,"542144","4"
"461","17967","12",,"3787905","6"
"462","31891","27",,"19306","6"
"463","70702","14",,"241409","6"
"464","60384","14",,"355357","6"
"465","10372","12",,"9236689","3"
"466","64685","7",,"250117","6"
"467","103238","14",,"81005","6"
"468","5274","7","5939","1549192","3"
"469","147394","12",,"20739","3"
"470","7006","27",,"16802410","3"
"471","55482","13","45418","432181","6"
"472","33218","12",,"39309","3"
"473","15244","6",,"156981","4"
"474","94653","14",,"106650","6"
"475","85506","12",,"11656","6"
"476","51087","12",,"435259","4"
"477","121298","14",,"45972","6"
"478","8622","12",,"2268863","6"
"479","109590","14","33949","66280","6"
"480","127278","14",,"38133","6"
"481","19917","27",,"23472","6"
"482","112275","14",,"60983","6"
"483","95321","14","119892","104229","6"
"484","73130","12",,"18438","6"
"485","133297","14",,"31936","6"
"486","30141","12",,"1484671","6"
"487","72662","12",,"225513","6"
"488","25686","12",,"1893669","6"
"489","96645","14",,"99894","6"
"490","37433","14",,"882711","6"
"491","12381","14",,"5678772","5.73524885604205"
"492","120384","14",,"47216","6"
"493","54489","14",,"449990","6"
"494","57019","12",,"357997","5.67647790777036"
"495","87264","14",,"135705","6"
"496","56848","14",,"408729","6"
"497","7734","7",,"206883","4.04271126312294"
"498","6407","12",,"19005674","4"
"499","100637","14",,"87831","6"
"500","159343","14",,"14400","6"
"501","143239","12",,"23602","6"
"502","8541","7",,"564388","6"
"503","147738","14",,"20525","6"
"504","102637","14","43595","82481","6"
"505","68675","13","71754","260522","6"
"506","17558","12",,"3211467","4"
"507","9833","13","3940","10074423","3.11381219078684"
"508","5453","13","1561","24035784","1.90523746001478"
"509","27393","29","24456","1615689","6"
"510","16570","14","98240","4275898","6"
"511","121043","14",,"46303","6"
"512","77195","14",,"191739","6"
"513","5826","27",,"21898713","3"
"514","100731","14",,"87571","6"
"515","114825","14",,"56229","6"
"516","96072","12",,"101820","6"
"517","43286","12",,"18145","4.6619958349005"
"518","76106","14",,"198915","6"
"519","169018","12",,"11024","6"
"520","74207","12",,"22900","6"
"521","88163","14","22318","131666","6"
"522","86218","14",,"140407","6"
"523","7611","12",,"14880009","4.28101390023403"
"524","28819","14",,"1604029","6"
"525","25671","14",,"1982221","6"
"526","4839","6",,"26979037","4"
"527","42862","14",,"733773","6"
"528","146216","14",,"21488","6"
"529","137062","12",,"28540","6"
"530","17808","12",,"3772801","4.09919020842229"
"531","52211","13","9598","496552","4.84329705728998"
"532","13739","20",,"5948994","4"
"533","22828","14",,"829111","1"
"534","39666","7",,"121783","6"
"535","16252","2",,"11179","6"
"536","12640","14",,"4741987","5.95712214455179"
"537","9653","20",,"10350554","3"
"538","165701","14",,"12045","6"
"539","45143","12",,"676439","6"
"540","102426","14",,"83077","6"
"541","104123","14",,"78632","6"
"542","87218","12",,"106873","6"
"543","32927","12",,"472301","6"
"544","104087","14",,"78724","6"
"545","26368","12",,"1908278","6"
"546","41700","14",,"798320","6"
"547","2602","12",,"60141017","2.39372847914834"
"548","22116","7",,"350833","6"
"549","59657","14",,"208796","6"
"550","14822","3",,"69537","6"
"551","94711","14",,"106479","6"
"552","34774","14",,"1134494","6"
"553","572","7",,"3707352","1"
"554","42533","7",,"27358","6"
"555","65","20",,"250179407","1"
"556","95835","14",,"102550","6"
"557","169130","12",,"10994","6"
"558","21745","7",,"2517522","4"
"559","12652","12",,"6830503","5.47610402263261"
"560","131337","14","90872","33803","6"
"561","150544","14",,"18783","6"
"562","165682","14",,"12053","6"
"563","604","12",,"248390016","3"
"564","9343","27","3827","10756916","2"
"565","21594","13","3221","2607089","2.77234502698806"
"566","5370","30","12324","24465432","4"
"567","36203","14",,"763447","6"
"568","7828","3",,"3429506","6"
"569","90934","14",,"120196","6"
"570","53734","14",,"464818","6"
"571","23444","7",,"610747","6"
"572","45364","13","24335","582847","6"
"573","89224","12",,"40464","6"
"574","24315","14",,"1584602","6"
"575","15459","13","5801","4869530","3.74244252814666"
"576","112552","14",,"60418","6"
"577","13067","7",,"1212847","2"
"578","11664","27",,"20572","6"
"579","54442","14",,"451451","6"
"580","90303","14",,"122694","6"
"581","108591","14",,"68436","6"
"582","100622","14",,"87863","6"
"583","163810","12",,"12684","6"
"584","2233","27",,"71251159","2"
"585","23194","12",,"2415843","6"
"586","136496","12",,"29029","6"
"587","53217","14",,"93527","6"
"588","29562","30","10258","1077523","3"
"589","19763","12",,"2713801","6"
"590","77957","12",,"186711","6"
"591","158329","13",,"14807","6"
"592","57033","14",,"405484","6"
"593","31221","27",,"33545","6"
"594","5590","12",,"22454992","3.7212513359737"
"595","22182","12",,"35668","6"
"596","8389","12",,"1996785","2"
"597","48235","27",,"66129","6"
"598","13029","12",,"6496695","3"
"599","57717","14",,"236083","6"
"600","42308","14",,"740183","6"
"601","56432","12",,"57531","6"
"602","75880","14",,"200457","6"
"603","125825","14",,"39931","6"
"604","15633","14",,"4686240","1"
"605","34602","14",,"1126306","6"
"606","26523","13","21606","1873197","6"
"607","10310","27","4673","9360713","1"
"608","24984","14",,"538057","6"
"609","38868","14",,"855435","6"
"610","85961","14",,"125907","6"
"611","6659","14",,"18221983","3.989019495836"
"612","140844","14",,"25410","5.24054992431018"
"613","26344","14",,"1924437","6"
"614","1202","30","3746","134098923","4"
"615","134025","14",,"31301","6"
"616","15594","12",,"4748518","5.39561043965174"
"617","91224","12",,"119059","6"
"618","18489","7",,"29987","5.838179398697"
"619","115780","14",,"54493","6"
"620","7921","7",,"7124645","5.41332082248183"
"621","54238","14",,"455358","6"
"622","29931","13","13432","1520993","4"
"623","66659","14",,"182693","6"
"624","50444","7",,"419919","6"
"625","8189","7",,"12634074","2"
"626","79951","12",,"174422","6"
"627","7098","12","13122","1563541","5.56253703604562"
"628","36771","14",,"993003","6"
"629","34860","14",,"941066","6"
"630","32894","3",,"123786","6"
"631","13817","3",,"46674","2"
"632","126808","14",,"38721","6"
"633","1209","27","134","24070119","2.5"
"634","140999","12",,"25300","6"
"635","38007","13","43716","962913","6"
"636","25987","7",,"950121","6"
"637","1442","7",,"3803569","1"
"638","68024","14",,"266606","6"
"639","24803","14",,"2080729","6"
"640","128197","14",,"37130","6"
"641","123831","14",,"42458","6"
"642","77771","14",,"187874","6"
"643","28004","13","8230","1531939","4.4665119503512"
"644","14964","14",,"5142228","5.86146319235455"
"645","38541","14",,"921637","6"
"646","4961","7",,"21717802","4"
"647","120204","14",,"47480","6"
"648","51369","7",,"418458","6"
"649","33674","14",,"1221142","6"
"650","5448","29","676","23881152","3.5"
"651","2604","30","1883","14026956","2"
"652","160686","14",,"13860","6"
"653","13648","14",,"6012150","5.65835231515568"
"654","58545","14",,"270860","6"
"655","78460","14",,"183417","6"
"656","53561","12",,"430781","6"
"657","63828","14",,"273944","6"
"658","23876","14",,"2229979","6"
"659","1883","7",,"1554554","2"
"660","4915","3",,"182709","6"
"661","48331","12",,"110125","6"
"662","54398","14",,"378526","6"
"663","73675","7",,"190200","6"
"664","138088","14",,"27618","2.36845317172602"
"665","50521","12",,"511503","6"
"666","1521","7",,"50618021","3"
"667","55815","14",,"291912","6"
"668","20836","14",,"2900743","6"
"669","163390","14",,"12841","6"
"670","32297","13","8685","1323949","4.60027943405511"
"671","16623","13","17822","4321351","6"
"672","81397","14",,"155673","6"
"673","10880","12",,"8538883","4"
"674","68869","14",,"258477","6"
"675","77763","13",,"187940","3"
"676","117586","14",,"51544","1"
"677","34435","12",,"829019","6"
"678","85319","13","111658","144880","6"
"679","5175","14",,"25553238","4"
"680","59836","14",,"362662","6"
"681","13211","14",,"6051189","5.64943702166861"
"682","16315","12",,"127117","6"
"683","105971","12",,"60150","6"
"684","2196","12",,"61218726","2.5"
"685","70573","14",,"242731","6"
"686","4889","7",,"27466097","2"
"687","26644","7",,"453567","6"
"688","67328","13","42782","273279","6"
"689","15260","12",,"79678","6"
"690","90259","14",,"122821","6"
"691","12433","14",,"7020555","5.43535427235847"
"692","27157","27",,"1710949","4"
"693","11759","18","6","85372","1"
"694","118800","14",,"49608","6"
"695","11186","29","20151","7679666","6"
"696","17954","7",,"1842197","6"
"697","2506","12",,"63021954","2"
"698","1996","29","134","54432022","2.5"
"699","171646","14",,"10288","6"
"700","69382","12",,"253805","6"
"701","103359","14",,"80707","6"
"702","75023","14",,"206706","6"
"703","14701","12",,"4512706","2"
"704","60365","14",,"355573","6"
"705","45939","14",,"652130","6"
"706","16719","12",,"2732349","6"
"707","75569","13","8379","202770","3"
"708","52832","12",,"482942","6"
"709","69793","14",,"249884","6"
"710","91605","14","56153","117651","6"
"711","42294","14",,"776543","6"
"712","3351","14",,"44541240","2.85198189612743"
"713","96712","14",,"99662","5.3514552921816"
"714","20109","7",,"3124816","6"
"715","59018","13","50585","375151","6"
"716","80468","7",,"47272","6"
"717","31517","12",,"1308891","1.95019300381834"
"718","23078","14",,"104879","6"
"719","65314","14",,"280353","6"
"720","23370","30","27157","2237363","4"
"721","149021","13",,"19708","6"
"722","1044","20",,"139021060","1"
"723","14673","29","1027","4862065","3"
"724","76134","14",,"198733","1"
"725","1520","30","1840","92838220","3"
"726","36403","14",,"983015","1"
"727","14285","12",,"5569055","4"
"728","131117","12",,"34019","5.31728714349988"
"729","11759","12","6","6143441","1"
"730","8524","12",,"12343429","4"
"731","279","12",,"421708423","3"
"732","36844","12",,"207629","3"
"733","326","20",,"390933971","1"
"734","114816","14",,"56250","6"
"735","56675","14",,"411683","6"
"736","116648","14",,"53078","6"
"737","49754","14",,"344012","6"
"738","36043","12",,"1030901","6"
"739","34451","12",,"675190","6"
"740","9948","29","1111","6145306","3.5"
"741","27235","3",,"23187","6"
"742","23936","13","9555","2277529","2"
"743","11914","6",,"89091","6"
"744","63662","14",,"313297","6"
"745","85996","12",,"141613","6"
"746","35541","14",,"1057824","6"
"747","11136","29","15078","8316778","5.87369328058351"
"748","70855","14",,"239992","6"
"749","21968","14",,"2652633","5.93637419169165"
"750","1520","7",,"14142675","3"
"751","85636","12",,"105758","6"
"752","30415","7",,"565522","6"
"753","161591","13","169089","13508","6"
"754","144621","14",,"22635","6"
"755","21728","14","7074","2704988","4.121698155012"
"756","92055","14",,"115955","6"
"757","43302","12",,"739689","6"
"758","100736","14",,"87552","6"
"759","113151","14",,"59332","6"
"760","70378","13","475","171017","3"
"761","62675","12",,"17631","6"
"762","39240","14",,"902832","6"
"763","91273","14",,"34870","6"
"764","52111","14",,"498424","3.11381219078684"
"765","13067","12",,"5104736","2"
"766","114765","14",,"56334","6"
"767","47789","14",,"599224","6"
"768","130853","14",,"34273","6"
"769","9561","13","17232","10321907","6"
"770","1056","12",,"151652406","1.71555593549707"
"771","23444","14",,"1200927","6"
"772","92002","12",,"21281","6"
"773","18157","12",,"385742","5.24882190661708"
"774","123120","14",,"43419","6"
"775","44163","14",,"709591","6"
"776","828","27",,"5219170","2"
"777","1364","13","247","119591361","1"
"778","21247","20",,"2835386","6"
"779","5389","12",,"5897906","1"
"780","22951","20",,"10248","6"
"781","140371","14",,"25765","6"
"782","5478","12",,"23881735","3.64180408586526"
"783","3969","30","7450","36059857","4.23174801921838"
"784","28796","12",,"1631322","6"
"785","1342","30","1675","113072388","2"
"786","51831","14",,"177361","2"
"787","75257","14",,"205148","6"
"788","46192","14",,"643785","6"
"789","10143","13","2349","9610029","3"
"790","120354","14",,"47254","6"
"791","1600","13","279","90591467","3"
"792","56970","27","93660","77010","1"
"793","112939","12","12473","31369","4"
"794","16098","13","8938","4274080","4"
"795","29979","7",,"1452506","4"
"796","105649","14",,"75224","6"
"797","14445","12",,"473427","4"
"798","40731","12",,"837054","6"
"799","2052","15","176","77852591","1"
"800","15433","12",,"4911958","5.91637037829693"
"801","86538","12",,"138918","5.29221982032558"
"802","56743","14",,"410536","6"
"803","34160","14",,"1187164","6"
"804","50092","20",,"514948","6"
"805","59452","12",,"368841","6"
"806","23412","7",,"1552434","6"
"807","2579","12",,"60971704","4"
"808","4514","12",,"29837934","4"
"809","135674","14",,"29769","6"
"810","62758","13","33460","324529","6"
