word,ipa,meaningVi,definitionEn,exampleEn,exampleVi,partOfSpeech,level
to reduce the dependence/reliance on fossil fuels,,"giảm sự phụ thuộc vào nhiên liệu
hóa thạch","to decrease people's consumption of fossil fuels, like oil, coal or
gas.","Governments must invest heavily in solar and wind energy
projects in order to reduce our dependence/reliance on fossil fuels.","Các nước đầu tư cao vào năng lượng mặt trời và năng lượng gió để
giảm sự phụ thuộc vào nhiên liệu hóa thạch.",phrase,IELTS
to alleviate environmental problems,,giảm nhẹ các vấn đề môi trường,to make bad environmental problems less severe,"Everyone
can
assist
in
the
effort
to
alleviate
environmentalproblems in the local community through simple actions
such as recycling waste or planting a tree in their garden.","Mọi người đều có thể góp phần làm giảm nhẹ các vấn đề môi
trường tại địa phương qua những hành động nhỏ như tái chế rác và trồng
cây trong vườn.",phrase,IELTS
to throw one's weigh behind sth,,nhờ ai ủng hộ cái gì,To use one's influence to help support,"The council is to throw its weight behind a campaign to save
one of the borough's best-loved beauty spots.","Hội đồng đang sử dụng sức ảnh hưởng của mình để ủng hộ một
chiến dịch gìn giữ một điểm đến đẹp nhất của quận.",phrase,IELTS
to hold sbdy accountable for + noun/gerund,,đổ trách nhiệm cho ai,"to consider someone responsible for something; to blame
something on someone","Companies which discharge chemical waste from their factories
into the sea or into rivers must be held accountable for their actions and
be fined heavily.","Các công ty xả rác thải hóa chất từ nhà máy ra biển hoặc sông hồ
cần phải chịu trách nhiệm cho hành động của mình và bị phạt nặng.",phrase,IELTS
to achieve sustainable development,,đạt được sự phát triển bền vững,"economic development that is achieved without depleting
natural resources","Organic methods must be introduced everywhere in order to
achieve sustainable development in agriculture.","Các phương pháp hữu cơ được quảng bá khắp nơi để đạt được sự
phát triển bền vững trong nông nghiệp.",phrase,IELTS
alternative energy sources,,các nguồn năng lượng thay thế,refers to any energy source that is an alternative to fossil fuel,"Clean energy which does not pollute the Earth can only come
from greater reliance on alternative energy sources.","Năng lượng sạch, không gây hại cho Trái đất chỉ có là những nguồn
năng lượng thay thế.",phrase,IELTS
food miles,,đường đi của thực phẩm,"Distance food has to travel between where it is grown or made
and where it is consumed","We can all reduce our carbon footprint by flying less, and reduce
our food miles by buying local products.","Chúng ta có thể giảm lượng carbon thải ra bằng cách dùng máy bay
ít hơn và giảm đường đi của thực phẩm bằng cách mua các sản phẩm địa
phương.",phrase,IELTS
captive breeding,,nuôi lấy giống trong môi trường nuôi nhốt,"the reproduction of animals in confinement, not in their natural
habitats.","A successful captive breeding program in zoos has resulted in
an increase in the world's panda population.","Một chương trình nuôi lấy giống trong môi trường nuôi nhốt ở các
sở thú thành công đã dẫn đến số lượng loài gấu trúc trên thế giới tăng lên.",phrase,IELTS
to stem from,,bắt nguồn từ,to be caused by,"Scientists say that global warming partly stems from the increase
in car exhaust emissions.","Các nhà khoa học cho rằng sự nóng lên toàn cầu 1 phần bắt nguồn
từ lượng khí thải của xe ô tô tăng lên.",phrase,IELTS
environmental impact assessment,,đánh giá sự ảnh hưởng tới môi trường,"a study into how a development, like a new road, a new dam or
other construction activity will affect the plants, animals and local
communities living in an area.","The
government
must
commission
an
independent
environmental impact assessment whenever a new development is
proposed.","Chính phủ phải ủy thác cho thực hiện một cách độc lập việc đánh
giá những ảnh hưởng đến môi trường mỗi khi một dự án xây dựng mới
được thông qua.",phrase,IELTS
the greenhouse effect,,hiệu ứng nhà kính,"the natural process by which the sun warms the surface of the
Earth.
The greenhouse effect occurs when Earth's atmosphere traps solar
radiation because of the presence of certain gases, which causes short
wavelength visible sunlight shines through the glass panes and warms the
air and the plants inside.","Our burning of fossil fuels is increasing the greenhouse effect
and making the Earth hotter, endangering all life on the planet.","Việc chúng ta đốt nhiên liệu hóa thạch khiến hiệu ứng nhà kính tăng
lên và Trái đất nóng lên, gây nguy hiểm cho sự sống trên hành tinh này.",phrase,IELTS
global warming,,Trái đất nóng lên/ sự nóng lên toàn cầu,"the process by which the Earth is getting hotter, as a result of
the greenhouse effect – in particular the increase in carbon dioxide in the
air.","Perhaps the major environmental challenge which faces humanity
today is global warming, because it threatens our survival.","Có lẽ thách thức môi trường lớn nhất hiện nay loài người phải đối
mặt là sự nóng lên toàn cầu, bởi nó đe dọa tới sự sống của chúng ta.",phrase,IELTS
habitat destruction,,sự phá hủy môi trường sống,"the process that occurs when a natural habitat, like a forest or
wetland, is changed so dramatically by humans that plants and animals
which live there.","The elephant population in the world is declining because of
habitat destruction caused by human exploitation of the environment.","Số lượng loài voi trên thế giới đáng giảm xuống bởi môi trường
sống bị phá hủy do con người khai thác tự nhiên quá mức.",phrase,IELTS
endangered species,,những loài động vật đang gặp nguy hiểm,"plants or animals that only exist in very small numbers, so that in
future they may disappear forever","One example of an endangered species is the lowland gorilla,
which has almost disappeared as a result of the destruction of its forest
habitat.","Một ví dụ về những loài động vật gặp nguy hiểm là tinh tinh đất
thấp, loài gần như đã biến mất do môi trường sống bị phá hủy.",phrase,IELTS
on the brink of extinction,,trên bờ vực tuyệt chủng,an animal or plant which has almost disappeared from the planet,"Before the captive breeding program in zoos, the giant panda
was on the brink of extinction.","Trước chương trình nuôi giống trong môi trường nuôi nhốt, loài gấu
trúc khổng lồ đã trên bờ vực tuyệt chủng.",phrase,IELTS
renewable energy,,năng lượng tái tạo,"energy is renewable when it source, like the sun or wind, cannot
be exhausted or can easily be replaced (like wood, as we can plant trees for
energy)","More funding is required from government funds to help
companies to develop renewable energy, such as companies which
produce solar panels for buildings.","Chính phủ đang yêu cầu đầu tư nhiều hơn cho các quỹ hỗ trợ các
công ty phát triển năng lượng tái tạo, ví dụ như công ty sản xuất tấm năng
lượng mặt trời cho các công trình.",phrase,IELTS
wind farms,,trang trại gió,"an area of land on which there are a lot of windmills or wind
turbines for producing electricity","Wind farms should be constructed in mountainous areas or in
the sea, close to land.","Các trang trại gió nên được xây ở vùng núi hoặc biển, gần với đất
liền.",phrase,IELTS
environmentally friendly,,thân thiện với môi trường,behavior or products that do not harm the environment,"We can help to protect the environment by using detergents and
cosmetics that are environmentally friendly.","Chúng tôi có thể giúp bảo vệ môi trường bằng cách sử dụng các
chất hóa mỹ phẩm thân thiện với môi trường.",phrase,IELTS
toxic waste,,chất thải độc hại,"poisonous, unwanted waste produced by factories","Many species of fish are endangered as a result of the toxic
waste dumped by industries into the rivers and the sea.","Nhiều loài cá đang gặp nguy hiểm do chất thải độc hại các nhà máy
đổ ra sông ra biển.",phrase,IELTS
the green movement,,phong trào xanh,"all the organisations concerned with the protection of the
environment","Individuals should join one of the organisations which form part
of the green movement, in order to campaign for changes in official
policy on the environment.","Các cá nhân nên tham gia vào một trong những tổ chức thuộc
phong trào xanh, để tham gia thay đổi những chính sách về môi trường.",phrase,IELTS
